Backbone,Dataset,Method A,Method B,Delta,Bootstrap SE,CI low,CI high,P(delta>0),Replicates,Sampled cluster count,Metric A bootstrap mean,Metric B bootstrap mean,Hypothesis family
InternVL3-8B,VideoMME Medium,HDEA-Core32,HDEA-Full,1.3333333333333286,0.8355906953726597,-0.3333333333333286,3.0,0.9393,10000,300,64.55484444444444,65.89465555555554,secondary
InternVL3-8B,VideoMME Long,HDEA-Core32,HDEA-Full,0.44444444444443576,0.7974849806750468,-1.1111111111111072,2.0,0.6861,10000,300,54.99935555555555,55.441922222222225,secondary
InternVL3-8B,VideoMME Short,Uniform32,HDEA-Full,2.1111111111111143,0.977371301071079,0.22222222222222854,4.111111111111114,0.9841,10000,300,75.01716666666665,77.12553333333335,secondary
InternVL3-8B,VideoMME Medium,Uniform32,HDEA-Full,2.999999999999993,1.4429966072339706,0.22222222222222143,5.888888888888886,0.9812,10000,300,62.85388888888889,65.85772222222222,secondary
InternVL3-8B,VideoMME Long,Uniform32,HDEA-Full,-0.11111111111111427,1.3481881266448634,-2.7777777777777715,2.555555555555557,0.4552,10000,300,55.537866666666666,55.44133333333334,secondary
mPLUG-Owl3-7B,VideoMME Short,HDEA-Core32,HDEA-Full,0.22222222222221433,0.6267782628474683,-1.0,1.4444444444444429,0.6007,10000,300,64.4457,64.66872222222223,secondary
mPLUG-Owl3-7B,VideoMME Medium,HDEA-Core32,HDEA-Full,1.2222222222222214,0.8493338394713595,-0.44444444444444287,2.8888888888888857,0.917,10000,300,55.29723333333334,56.53154444444445,secondary
mPLUG-Owl3-7B,VideoMME Long,HDEA-Core32,HDEA-Full,1.2222222222222214,0.8760480578847694,-0.44444444444444997,3.0,0.9093,10000,300,46.01597777777778,47.23647777777777,secondary
mPLUG-Owl3-7B,VideoMME Short,Uniform32,HDEA-Full,0.11111111111110006,0.9388159015016775,-1.6666666666666714,2.0,0.5214,10000,300,64.55865555555555,64.66695555555555,secondary
mPLUG-Owl3-7B,VideoMME Medium,Uniform32,HDEA-Full,4.777777777777779,1.3403058970506618,2.2222222222222214,7.444444444444443,0.9998,10000,300,51.78634444444445,56.57331111111111,secondary
mPLUG-Owl3-7B,VideoMME Long,Uniform32,HDEA-Full,1.0,1.3313880057561442,-1.5555555555555571,3.6666666666666643,0.7645,10000,300,46.20649999999999,47.219477777777776,secondary
LLaVA-NeXT-Video-7B,VideoMME Short,HDEA-Core32,HDEA-Full,1.8888888888888857,0.495217412739536,1.0,2.8888888888888857,0.9999,10000,300,72.87442222222222,74.75856666666668,secondary
LLaVA-NeXT-Video-7B,VideoMME Medium,HDEA-Core32,HDEA-Full,1.44444444444445,0.7603227745775408,0.0,2.888888888888893,0.968,10000,300,59.423966666666665,60.866711111111115,secondary
LLaVA-NeXT-Video-7B,VideoMME Long,HDEA-Core32,HDEA-Full,0.6666666666666714,0.7580008004183926,-0.7777777777777786,2.2222222222222214,0.7871,10000,300,50.90381111111111,51.56506666666666,secondary
LLaVA-NeXT-Video-7B,VideoMME Short,Uniform32,HDEA-Full,2.2222222222222143,0.9517683168111246,0.3333333333333428,4.111111111111114,0.9901,10000,300,72.5629,74.7785111111111,secondary
LLaVA-NeXT-Video-7B,VideoMME Medium,Uniform32,HDEA-Full,5.777777777777779,1.4321547265968235,3.0,8.555555555555557,0.9999,10000,300,55.10582222222222,60.91436666666667,secondary
LLaVA-NeXT-Video-7B,VideoMME Long,Uniform32,HDEA-Full,2.6666666666666714,1.511571504669978,-0.3333333333333357,5.555555555555557,0.9559,10000,300,48.905033333333336,51.5553,secondary
